name,dob,outcome_type,outcome_subtype,outcome_datetime,sex,color,age,breed
Unknown,2011-09-26,Transfer,Partner,2015-09-30 18:30:00,Spayed Female,Black/Tan,4 years,Dachshund
Raphael,2010-11-20,Transfer,Partner,2017-10-23 16:52:00,Neutered Male,Black/Black,6 years,Cocker Spaniel
Cookie,1998-10-19,Euthanasia,Suffering,2013-12-02 17:11:00,Neutered Male,Gold/Gold,15 years,Pug
Unknown,2024-05-01,Transfer,Partner,2024-05-16 12:36:00,Intact Female,Chocolate,2 weeks,Labrador Retriever
Unknown,2013-04-27,Euthanasia,Suffering,2013-10-12 11:54:00,Intact Male,Brown/White,5 months,Australian Shepherd
*Beckett,2022-11-11,Died,In Kennel,2023-03-01 15:15:00,Neutered Male,Brown Brindle/White,3 months,Siberian Husky
*Bruce,2021-08-03,Adoption,Foster,2023-01-24 14:24:00,Neutered Male,Brown/White,1 year,Bull Terrier
Unknown,2015-12-27,Transfer,Partner,2020-09-28 11:37:00,Spayed Female,White/Black,4 years,American Bulldog
*Curan,2022-06-10,Adoption,Foster,2023-02-16 12:16:00,Neutered Male,Brown/White,8 months,Beagle
*Reanne,2012-04-02,Transfer,Partner,2018-04-24 12:17:00,Spayed Female,Black/White,6 years,Labrador Retriever
Unknown,2017-02-16,Transfer,Partner,2017-02-25 15:28:00,Unknown,White,1 weeks,Great Pyrenees
*Ravioli,2023-06-08,Adoption,Foster,2024-03-28 13:17:00,Spayed Female,Black,9 months,Labrador Retriever
Scruffy,2008-11-10,Transfer,Partner,2022-11-23 10:16:00,Spayed Female,White,14 years,Maltese
Coco Puff,2016-08-18,Transfer,Partner,2018-10-22 13:54:00,Neutered Male,Tan,2 years,Cairn Terrier
A860674,2017-07-02,Transfer,Partner,2022-07-07 13:17:00,Intact Female,White/Brown,5 years,Pekingese
Ralph,2011-08-27,Euthanasia,Aggressive,2017-02-06 16:11:00,Neutered Male,White/Brown,5 years,Basset Hound
Unknown,2012-05-06,Transfer,Partner,2015-05-10 17:36:00,Spayed Female,Buff/White,3 years,Cocker Spaniel
Ocean,2019-07-02,Transfer,Partner,2022-01-06 11:16:00,Intact Male,Cream,2 years,Shih Tzu
Ghost,2020-07-10,Transfer,Partner,2022-12-29 16:25:00,Neutered Male,Tan/Black,2 years,Mastiff
*Dr. Thunder,2022-01-30,Transfer,Out State,2022-04-06 07:44:00,Intact Male,Black/White,2 months,Labrador Retriever
Sadie,2014-06-18,Adoption,Foster,2014-08-13 17:09:00,Spayed Female,Tan/Black,1 month,Australian Cattle Dog
Unknown,2014-03-07,Transfer,Partner,2014-05-11 11:39:00,Intact Female,Cream,2 months,Labrador Retriever
Unknown,2015-04-19,Transfer,Partner,2015-06-19 00:00:00,Unknown,Black,1 month,Boxer
Unknown,2016-08-01,Transfer,Partner,2018-02-06 12:53:00,Spayed Female,Tan,1 year,Yorkshire Terrier
*Big Red,2017-05-30,Transfer,Partner,2018-06-07 15:49:00,Intact Male,Brown/White,1 year,Labrador Retriever
Unknown,2018-07-02,Transfer,Partner,2019-01-08 14:01:00,Intact Female,Black/White,6 months,Labrador Retriever
Teddy,2017-03-13,Transfer,Partner,2019-03-20 14:22:00,Neutered Male,Red,2 years,Pekingese
*Mattie,2015-12-04,Transfer,Partner,2016-12-10 15:28:00,Intact Female,Brown,1 year,Labrador Retriever
Unknown,2007-08-03,Died,In Kennel,2017-06-24 21:50:00,Neutered Male,Brown/Tan,9 years,Lhasa Apso
Blacky,2012-06-05,Transfer,Partner,2017-06-19 16:46:00,Neutered Male,Black,5 years,Border Collie
Bruce,2013-10-02,Adoption,Offsite,2014-05-03 07:34:00,Neutered Male,Black/Tan,7 months,Dachshund
Lady,2016-08-05,Transfer,Partner,2018-08-06 15:44:00,Spayed Female,Gray/White,2 years,Norfolk Terrier
A878099,2023-03-29,Transfer,Partner,2023-04-07 11:57:00,Intact Female,Brown/White,1 weeks,Boxer
Tigger,2022-05-01,Transfer,Partner,2022-06-25 15:38:00,Unknown,Brown Brindle,1 month,Labrador Retriever
*Bertha,2010-02-19,Transfer,Partner,2022-02-26 10:02:00,Intact Female,Red,12 years,Dachshund
Unknown,2018-07-15,Transfer,Partner,2018-07-18 16:36:00,Intact Male,Black/White,3 days,Border Collie
Toto,2020-04-01,Transfer,Partner,2020-12-07 11:22:00,Intact Male,Black,8 months,Cairn Terrier
Rudolph,2017-12-12,Transfer,Partner,2019-12-16 11:19:00,Intact Male,White/Tan,2 years,Lhasa Apso
*Kujo,2019-11-03,Transfer,Partner,2020-01-25 12:55:00,Neutered Male,Cream,2 months,Carolina Dog
Lou Lou Bell,2018-01-31,Transfer,Partner,2019-02-06 11:40:00,Spayed Female,White/Chocolate,1 year,Pointer
*Cozmo,2020-02-26,Transfer,Partner,2021-03-04 14:07:00,Neutered Male,Black/White,1 year,Border Collie
Max,2012-06-04,Transfer,Partner,2015-08-03 00:00:00,Neutered Male,Black/White,3 years,Border Collie
Unknown,2024-06-09,Transfer,Partner,2024-06-16 14:30:00,Unknown,Buff,1 week,Labrador Retriever
*Olive,2009-12-31,Transfer,Partner,2014-01-04 13:27:00,Spayed Female,Black,4 years,Labrador Retriever
Lucky,2013-03-23,Transfer,Partner,2014-12-05 12:52:00,Neutered Male,Blue Tick/Brown,1 year,Australian Cattle Dog
*Fanny,2020-07-21,Transfer,Out State,2022-08-05 11:05:00,Intact Female,Brown Brindle,2 years,Dachshund
Unknown,2019-07-02,Adoption,Foster,2019-09-18 10:38:00,Neutered Male,Black/White,2 months,Labrador Retriever
*Annabelle,2015-08-17,Adoption,Foster,2017-01-17 15:03:00,Spayed Female,Brown/White,1 year,Labrador Retriever
Cooper,2012-05-08,Adoption,Foster,2015-08-09 17:52:00,Neutered Male,Black/Brown,3 years,Australian Shepherd
Unknown,2020-05-07,Transfer,Partner,2022-06-13 11:22:00,Intact Female,White/Gray,2 years,Shih Tzu
Unknown,2020-08-23,Transfer,Partner,2020-11-12 00:00:00,Intact Male,Yellow,2 months,Labrador Retriever
Unknown,2015-04-11,Adoption,Foster,2017-01-26 14:05:00,Intact Male,White/Brown,1 year,Great Pyrenees
Tucker,2016-03-26,Transfer,Partner,2021-03-25 12:27:00,Neutered Male,Buff/Cream,5 years,Cairn Terrier
*Pillow,2017-03-10,Transfer,Partner,2019-04-15 00:00:00,Neutered Male,White/Tan,2 years,Siberian Husky
Hamilton,2017-03-21,Transfer,Partner,2019-03-25 00:00:00,Neutered Male,Tan/White,2 years,Beagle
*Celeste,2020-02-21,Transfer,Partner,2022-03-11 13:59:00,Spayed Female,Tan/White,2 years,Labrador Retriever
Scrappy,2021-10-20,Transfer,Out State,2022-11-04 09:44:00,Intact Male,Tan,1 year,Labrador Retriever
*Fruit Cup,2023-01-24,Adoption,Foster,2023-04-18 14:52:00,Spayed Female,Brown/White,2 months,Australian Shepherd
Viva,2016-03-27,Transfer,Partner,2017-04-01 14:29:00,Intact Female,White/Black,1 year,Border Terrier
Unknown,2018-01-18,Transfer,Partner,2018-02-08 00:00:00,Intact Male,Tan/White,3 weeks,Labrador Retriever
Unknown,2024-05-12,Transfer,Partner,2024-05-21 16:02:00,Intact Female,Black/Brown,1 weeks,Rottweiler
*Chief,2018-12-26,Transfer,Partner,2019-04-29 16:11:00,Neutered Male,White/Black,4 months,Pointer
*Mindy,2015-01-21,Transfer,Partner,2015-08-31 11:56:00,Spayed Female,Buff,7 months,Labrador Retriever
Flash,2010-08-28,Transfer,Partner,2019-09-09 14:08:00,Intact Male,Brown/Tricolor,9 years,Basset Hound
*Fiona,2013-08-12,Transfer,Partner,2014-01-15 12:58:00,Intact Female,Brown Brindle,5 months,Plott Hound
Angel,2016-09-04,Transfer,Partner,2016-11-08 00:00:00,Intact Female,Buff,2 months,Labrador Retriever
*Simon,2018-12-23,Transfer,Partner,2021-01-12 12:26:00,Neutered Male,Red/Black,2 years,Boxer
Morgan,2018-12-05,Transfer,Out State,2022-10-10 09:34:00,Spayed Female,Black/Brown Brindle,3 years,Australian Kelpie
Unknown,2014-02-01,Transfer,Partner,2019-02-06 14:09:00,Intact Male,Black/White,5 years,Irish Wolfhound
A839413,2009-07-21,Transfer,Partner,2021-07-26 11:04:00,Neutered Male,White/Black,12 years,Havanese
883916,2023-04-26,Transfer,Partner,2023-06-26 13:03:00,Intact Male,Black/Brown,1 month,Dachshund
Unknown,2006-04-21,Transfer,Partner,2015-04-29 14:00:00,Intact Female,Red/Black,9 years,Chow Chow
Parker,2014-09-14,Adoption,Offsite,2015-09-27 13:17:00,Neutered Male,Brown/White,1 year,Brittany
Cosmo,2015-10-15,Return to Owner,Field,2024-07-05 17:35:00,Neutered Male,Black/White,8 years,Labrador Retriever
Unknown,2018-10-02,Adoption,Foster,2018-12-08 16:15:00,Neutered Male,Tan/White,2 months,Labrador Retriever
Rayado,2017-09-17,Transfer,Partner,2019-09-25 15:22:00,Neutered Male,White/Brown Brindle,2 years,Akita
*Mickey,2013-10-26,Transfer,Partner,2014-02-04 14:10:00,Intact Male,Black/White,3 months,Border Collie
Unknown,2013-05-22,Transfer,Partner,2015-05-24 12:24:00,Neutered Male,White/Tan,2 years,Cairn Terrier
Bella,2016-09-10,Transfer,Partner,2019-09-15 13:42:00,Spayed Female,Brown,3 years,Cocker Spaniel
Hoss,2014-03-08,Adoption,Foster,2014-05-15 18:37:00,Neutered Male,Black/White,2 months,Rat Terrier
Duke,2018-12-11,Transfer,Partner,2019-08-15 12:36:00,Neutered Male,Tan/White,8 months,Shih Tzu
*Beamer,2006-05-12,Adoption,Foster,2016-02-10 13:41:00,Neutered Male,White/Black,9 years,Rat Terrier
Cotton,2011-02-28,Adoption,Foster,2014-04-12 12:36:00,Neutered Male,White,3 years,Maltese
*Hank,2023-11-26,Adoption,Foster,2024-02-08 17:07:00,Neutered Male,White/Tan,2 months,Cairn Terrier
Brownie,2014-11-16,Transfer,Partner,2015-07-11 13:58:00,Neutered Male,Chocolate,7 months,Labrador Retriever
*Cuddles,2015-03-01,Transfer,Partner,2016-03-07 14:22:00,Neutered Male,Tricolor,1 year,Rat Terrier
*Rogan,2020-05-24,Transfer,Out State,2021-09-28 10:26:00,Neutered Male,Black/White,1 year,Labrador Retriever
Chato,2016-07-12,Transfer,Partner,2017-09-10 00:00:00,Intact Male,White/Brown,1 year,American Bulldog
Unknown,2014-12-08,Transfer,Partner,2015-03-25 15:58:00,Intact Female,Black,3 months,Australian Shepherd
Unknown,2019-01-13,Transfer,Partner,2022-01-13 14:19:00,Intact Male,Brown/White,3 years,Boxer
*Kiki,2015-03-21,Transfer,Partner,2017-03-28 00:00:00,Spayed Female,White/Black,2 years,Dalmatian
Unknown,2023-05-19,Transfer,Partner,2023-06-14 15:12:00,Intact Female,Black/White,3 weeks,Labrador Retriever
Huey,2011-03-10,Transfer,Partner,2016-03-15 12:55:00,Intact Male,White,5 years,Great Pyrenees
Simba,2021-06-08,Transfer,Partner,2022-09-28 14:54:00,Neutered Male,Gray,1 year,Siberian Husky
*Wesley,2018-10-08,Transfer,Partner,2019-04-12 12:52:00,Neutered Male,Black,6 months,Labrador Retriever
Unknown,2014-08-31,Transfer,Partner,2014-10-16 16:55:00,Intact Female,Black,1 month,Plott Hound
Bear,2008-01-02,Euthanasia,Aggressive,2014-11-25 10:40:00,Intact Male,Chocolate,6 years,Labrador Retriever
Puppy 9,2022-07-23,Transfer,Partner,2022-07-23 16:43:00,Unknown,Brown Brindle,0 years,Mastiff
Unknown,2019-04-28,Transfer,Partner,2019-09-04 12:29:00,Intact Male,Black,4 months,Labrador Retriever
Zeppelin,2018-05-12,Transfer,Partner,2019-06-16 00:00:00,Neutered Male,Sable/Black,1 year,Belgian Malinois
Unknown,2014-01-11,Transfer,Partner,2014-06-19 16:56:00,Intact Female,Black/White,5 months,Labrador Retriever
Bella,2020-11-26,Transfer,Partner,2021-05-05 16:24:00,Spayed Female,Buff,5 months,Dachshund
Unknown,2019-10-04,Adoption,Foster,2019-12-19 09:43:00,Spayed Female,Black/Brown,2 months,Dachshund
Junior,2011-08-24,Transfer,Partner,2014-08-31 13:14:00,Neutered Male,Brown Merle/Tan,3 years,Australian Shepherd
Chance,2021-01-23,Transfer,Partner,2023-01-23 15:07:00,Neutered Male,Black/Tan,2 years,Rottweiler
Unknown,2015-03-10,Transfer,Partner,2017-03-14 16:05:00,Neutered Male,Brown/Black,2 years,Yorkshire Terrier
*Bin,2022-12-16,Transfer,Partner,2023-04-06 20:12:00,Neutered Male,Brown,3 months,Labrador Retriever
Unknown,2019-10-01,Transfer,Partner,2021-03-05 14:03:00,Neutered Male,Black,1 year,Labrador Retriever
Unknown,2015-12-02,Euthanasia,Suffering,2016-02-18 10:40:00,Intact Female,Tricolor,2 months,Rat Terrier
*Fitzwilliam,2006-01-16,Transfer,Partner,2016-01-21 16:50:00,Neutered Male,Brown,10 years,Labrador Retriever
Unknown,2018-11-29,Transfer,Partner,2018-12-14 15:20:00,Unknown,Black,2 weeks,Labrador Retriever
Unknown,2018-06-05,Transfer,Partner,2018-07-05 14:09:00,Intact Female,Blue Merle/Gray,4 weeks,Australian Shepherd
Giselle,2011-07-25,Transfer,Partner,2014-02-13 16:44:00,Spayed Female,Tan/White,2 years,Dachshund
*Maverick,2012-12-30,Transfer,Partner,2019-07-09 16:57:00,Neutered Male,Black/Tan,6 years,Australian Kelpie
Unknown,2011-08-08,Transfer,Partner,2018-08-15 12:44:00,Neutered Male,Brown/White,7 years,Labrador Retriever
Dee Dee,2016-02-18,Transfer,Partner,2019-06-18 13:39:00,Intact Female,Yellow,3 years,Labrador Retriever
Ali,2017-12-19,Adoption,Foster,2019-09-06 13:45:00,Neutered Male,Fawn,1 year,Mastiff
Unknown,2017-02-11,Transfer,Partner,2017-10-20 13:14:00,Neutered Male,Blue/White,8 months,Great Dane
Unknown,2018-03-31,Transfer,Partner,2018-05-29 09:11:00,Intact Female,White/Cream,1 month,Australian Cattle Dog
Unknown,2011-04-15,Transfer,Partner,2014-04-18 08:56:00,Intact Female,Gray/White,3 years,Shih Tzu
Unknown,2019-02-20,Transfer,Partner,2019-02-22 07:23:00,Unknown,Black/Brown,2 days,Border Terrier
*Taffy,2011-05-26,Transfer,Partner,2019-07-09 00:00:00,Intact Female,Yellow,8 years,Labrador Retriever
Bay,2014-06-18,Adoption,Foster,2014-08-13 17:10:00,Neutered Male,White/Brown Brindle,1 month,Australian Cattle Dog
*Henley,2017-05-16,Adoption,Foster,2017-07-18 12:11:00,Neutered Male,Tan,2 months,Labrador Retriever
*Baron,2020-10-06,Adoption,Foster,2024-05-11 15:03:00,Neutered Male,Gold/Tan,3 years,Labrador Retriever
Jonah,2010-06-13,Transfer,Partner,2020-06-15 15:28:00,Intact Male,Fawn/Black,10 years,Pug
*Buttercup,2020-12-28,Adoption,Foster,2023-08-20 13:22:00,Spayed Female,Black,2 years,Labrador Retriever
*Jessie,2015-03-12,Transfer,Partner,2019-03-27 12:05:00,Spayed Female,Brown,4 years,Plott Hound
Princess,2011-03-12,Transfer,Partner,2021-03-15 16:15:00,Spayed Female,Tan,10 years,Dachshund
Unknown,2010-04-06,Transfer,Partner,2015-04-10 00:00:00,Spayed Female,Buff/Gray,5 years,Miniature Schnauzer
Darby,2020-02-05,Transfer,Partner,2020-09-09 11:09:00,Intact Male,Tricolor,7 months,Cairn Terrier
Unknown,2014-02-10,Transfer,Partner,2014-05-14 15:24:00,Spayed Female,Black/White,3 months,Border Collie
Oso,2015-06-22,Transfer,Partner,2015-10-03 13:14:00,Neutered Male,Black,3 months,Border Collie
*Carrie,2015-12-28,Transfer,Partner,2017-05-10 11:23:00,Spayed Female,Black,1 year,Labrador Retriever
A861015,2020-07-06,Transfer,Partner,2022-07-18 12:39:00,Intact Male,Red/White,2 years,Pug
*Rudy,2011-10-15,Adoption,Foster,2015-04-15 07:39:00,Neutered Male,Brown,3 years,Plott Hound
Unknown,2018-04-15,Transfer,Partner,2019-04-19 16:36:00,Neutered Male,Red,1 year,English Cocker Spaniel
*May,2022-04-16,Transfer,Out State,2022-06-24 08:09:00,Intact Female,Tan/Black,2 months,Labrador Retriever
Blacky,2007-11-04,Euthanasia,Suffering,2014-11-08 12:28:00,Intact Male,Brown/Black,7 years,Yorkshire Terrier
Unknown,2018-01-10,Adoption,Foster,2018-03-11 12:15:00,Neutered Male,Blue Tick,1 month,Australian Cattle Dog
*Tuna,2021-07-20,Transfer,Partner,2021-09-16 10:02:00,Intact Male,Black/White,1 month,Australian Cattle Dog
Oso Jr,2010-03-31,Transfer,Partner,2015-11-14 12:32:00,Neutered Male,Tan,5 years,Labrador Retriever
Tulip,2013-10-02,Transfer,Partner,2015-04-02 00:00:00,Intact Female,Chocolate/White,1 year,Shih Tzu
Unknown,2016-09-19,Transfer,Partner,2016-11-04 15:37:00,Intact Male,Tricolor,1 month,Labrador Retriever
Rascal,2008-09-24,Transfer,Partner,2018-09-27 16:32:00,Neutered Male,Black/Tricolor,10 years,Rat Terrier
Frosty,2016-08-30,Transfer,Partner,2021-07-29 15:40:00,Neutered Male,White/White,4 years,Chow Chow
Unknown,2023-05-20,Transfer,Partner,2023-06-14 15:12:00,Intact Female,Black/White,3 weeks,Labrador Retriever
Summer,2014-12-07,Transfer,Partner,2015-10-12 12:15:00,Intact Female,Red/White,10 months,Labrador Retriever
Unknown,2015-11-01,Transfer,Partner,2016-01-19 16:21:00,Intact Female,Brown Brindle/White,2 months,Labrador Retriever
*Mizzou,2013-05-23,Transfer,Partner,2014-02-28 15:11:00,Spayed Female,Black,9 months,Labrador Retriever
Eve,2004-12-22,Transfer,Partner,2016-01-06 16:57:00,Spayed Female,Black/Gray,11 years,Australian Kelpie
Unknown,2020-01-17,Adoption,Foster,2020-03-21 14:54:00,Spayed Female,Tan/White,2 months,Labrador Retriever
Unknown,2022-01-21,Transfer,Partner,2022-01-26 10:28:00,Intact Female,Black,5 days,Weimaraner
Bella,2012-09-14,Return to Owner,Field,2022-11-17 21:48:00,Intact Female,White/Tan,10 years,Bull Terrier
Ranger,2021-02-19,Euthanasia,Rabies Risk,2023-02-23 15:14:00,Intact Male,White/Black,2 years,Border Collie
*George,2018-04-09,Transfer,Partner,2018-11-01 00:00:00,Intact Male,Black/White,6 months,Labrador Retriever
Yankee,2017-12-22,Transfer,Partner,2018-03-23 15:37:00,Neutered Male,Cream/White,2 months,Border Terrier
Unknown,2018-01-18,Transfer,Partner,2018-02-08 00:00:00,Intact Female,Tan/Black,3 weeks,Labrador Retriever
Unknown,2004-07-27,Transfer,Partner,2014-08-03 12:41:00,Spayed Female,Gray/Tan,10 years,Miniature Schnauzer
Doki,2020-11-17,Transfer,Partner,2021-09-29 12:24:00,Intact Male,Black/Gray,10 months,Siberian Husky
*Polo,2022-06-10,Transfer,Out State,2022-09-07 09:09:00,Intact Male,Buff,2 months,Beagle
*Gonzo,2013-05-23,Transfer,Partner,2015-06-06 17:27:00,Intact Male,Brown Brindle/White,2 years,Boxer
Hachi,2010-11-24,Adoption,Foster,2018-12-11 11:26:00,Neutered Male,Black/Tan,8 years,Australian Cattle Dog
Unknown,2024-03-03,Transfer,Partner,2024-03-05 09:44:00,Intact Female,White/Brown,2 days,Australian Cattle Dog
Maisie,2012-06-30,Transfer,Partner,2017-06-06 11:25:00,Spayed Female,Tan,4 years,Beagle
Unknown,2012-07-19,Died,In Kennel,2015-07-21 15:34:00,Intact Female,Black/Brown,3 years,Rottweiler
Cooper,2013-07-02,Euthanasia,At Vet,2018-03-08 14:40:00,Intact Male,Black,4 years,Labrador Retriever
Simba,2012-05-31,Transfer,Partner,2015-07-25 13:01:00,Neutered Male,Tan/White,3 years,American Bulldog
*Benji,2019-10-03,Died,In Foster,2021-10-26 10:31:00,Neutered Male,Brown,2 years,Border Terrier
Carly,2012-11-23,Transfer,Partner,2014-09-06 17:20:00,Spayed Female,Black/Tan,1 year,Rottweiler
Unknown,2015-10-29,Transfer,Partner,2016-01-02 12:09:00,Intact Female,Yellow,2 months,Labrador Retriever
Gucci,2009-08-08,Euthanasia,Suffering,2022-08-08 10:45:00,Intact Male,Brown/Gray,13 years,Yorkshire Terrier
*Sunshine,2015-04-01,Transfer,Partner,2016-04-07 00:00:00,Intact Female,Yellow/White,1 year,Beagle
Unknown,2018-01-10,Adoption,Foster,2018-03-11 12:36:00,Neutered Male,Black,1 month,Australian Cattle Dog
Unknown,2014-05-13,Transfer,Partner,2019-05-17 11:33:00,Intact Female,Yellow,5 years,Cairn Terrier
*Shirley Temple,2010-01-28,Euthanasia,At Vet,2020-01-28 07:36:00,Intact Female,Brown/White,10 years,Australian Cattle Dog
Angel,2015-08-30,Transfer,Partner,2017-08-31 12:05:00,Intact Female,White/Tan,2 years,Shih Tzu
Unknown,2014-04-23,Transfer,Partner,2014-11-30 13:02:00,Spayed Female,Chocolate,7 months,Labrador Retriever
Unknown,2016-10-23,Transfer,Partner,2018-10-24 15:26:00,Intact Male,White/Tan,2 years,Beagle
*Cali,2016-03-25,Transfer,Partner,2017-04-28 10:39:00,Spayed Female,Black/White,1 year,Labrador Retriever
Ralph,2017-07-06,Transfer,Partner,2019-07-17 08:04:00,Neutered Male,Brown/Black,2 years,Boxer
*Don Corleone,2020-10-07,Transfer,Out State,2022-10-28 10:25:00,Intact Male,White,2 years,Great Pyrenees
Unknown,2022-08-06,Transfer,Partner,2022-12-09 13:58:00,Intact Male,Tan/White,4 months,Dachshund
*Hershey,2004-06-30,Transfer,Partner,2014-07-20 19:03:00,Spayed Female,Chocolate,10 years,Labrador Retriever
Unknown,2017-06-18,Transfer,Partner,2017-07-11 11:49:00,Intact Male,Brown,3 weeks,Beagle
Finn,2017-11-19,Adoption,Foster,2019-01-04 17:33:00,Neutered Male,Black,1 year,Labrador Retriever
*Higgins,2016-09-25,Transfer,Partner,2017-03-29 00:00:00,Intact Male,Black,6 months,Labrador Retriever
Unknown,2015-02-28,Transfer,Partner,2015-03-06 09:50:00,Unknown,Brown,6 days,Labrador Retriever
Unknown,2016-06-04,Transfer,Partner,2016-06-04 19:15:00,Unknown,Black/White,0 years,Chow Chow
Unknown,2024-02-01,Adoption,Foster,2024-05-01 13:52:00,Neutered Male,Black/White,2 months,Border Collie
*Katie,2014-08-25,Transfer,Partner,2015-03-02 15:10:00,Spayed Female,Black/Tan,6 months,Australian Shepherd
Perlita,2009-04-04,Adoption,Foster,2017-04-30 17:41:00,Spayed Female,Tan/White,8 years,Cocker Spaniel
Unknown,2020-03-15,Transfer,Partner,2020-06-22 11:08:00,Neutered Male,Tan,3 months,Italian Greyhound
A879067,2021-04-20,Transfer,Partner,2023-04-21 17:51:00,Intact Male,White,2 years,Great Pyrenees
Unknown,2016-04-22,Transfer,Partner,2016-06-10 00:00:00,Intact Male,Brown,1 month,Australian Cattle Dog
Brownie,2009-06-15,Adoption,Foster,2014-10-21 09:58:00,Neutered Male,Chocolate,5 years,Labrador Retriever
Unknown,2022-10-23,Adoption,Foster,2023-02-03 12:41:00,Spayed Female,White/Blue Merle,3 months,Australian Shepherd
*Rhi,2022-12-01,Adoption,Foster,2023-03-06 18:43:00,Spayed Female,White/Tan,3 months,Australian Shepherd
*Sparky,2014-07-07,Transfer,Partner,2016-12-03 08:56:00,Neutered Male,Brown/White,2 years,American Bulldog
Batman,2016-10-24,Transfer,Partner,2019-10-25 12:59:00,Intact Male,White,3 years,Maltese
Unknown,2016-02-07,Transfer,Partner,2019-02-11 16:10:00,Neutered Male,White,3 years,Bichon Frise
*Weibe,2012-07-29,Transfer,Partner,2014-09-29 14:04:00,Neutered Male,White/Brown,2 years,Parson Russell Terrier
*Pearl,2018-09-21,Transfer,Partner,2018-11-08 16:35:00,Intact Female,Tan/Tricolor,1 month,Beagle
